,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,id_str,name,screen_name,description,years_online,statuses_count,tweets_per_year,location,url,entities,protected,followers_count,friends_count,listed_count,created_at,favourites_count,utc_offset,time_zone,geo_enabled,verified,lang,contributors_enabled,is_translator,is_translation_enabled,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_image_url,profile_image_url_https,profile_banner_url,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,has_extended_profile,default_profile,default_profile_image,following,live_following,follow_request_sent,notifications,muting,blocking,blocked_by,translator_type,withheld_in_countries,year_created,friend_ratio
10,10,14,14,3522,247276728.0,247276728.0,On The Come Up TV,OnTheComeUpTV,Sharing new music,11.0,42789.0,3889.909090909091,"London, England",https://t.co/CaNMxQ3yd4,"{'url': {'urls': [{'url': 'https://t.co/CaNMxQ3yd4', 'expanded_url': 'http://www.onthecomeuptv.com', 'display_url': 'onthecomeuptv.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,2428.0,1330.0,35.0,Fri Feb 04 13:25:39 +0000 2011,158.0,,,True,False,,False,False,False,FFCC4D,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,True,http://pbs.twimg.com/profile_images/1256880225419505664/bwDXRyts_normal.jpg,https://pbs.twimg.com/profile_images/1256880225419505664/bwDXRyts_normal.jpg,https://pbs.twimg.com/profile_banners/247276728/1588498573,FFCC4D,FFFFFF,C0DFEC,333333,False,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,1.825563909774436
11,11,15,15,3760,221883712.0,221883712.0,Harry Harris,CmonHarris,"Songwriter - working on CENTRALIA, a new folk musical // Composer for @MundialMag's GIANT, @SentimentalPod // Music therapist in training // He / him.",12.0,142195.0,11849.583333333336,"Edinburgh, Scotland",https://t.co/9DyLM2fUte,"{'url': {'urls': [{'url': 'https://t.co/9DyLM2fUte', 'expanded_url': 'http://www.harryharrismusic.com', 'display_url': 'harryharrismusic.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3778.0,2575.0,66.0,Wed Dec 01 21:52:24 +0000 2010,39654.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1118784602439602176/WUafjhyh_normal.png,https://pbs.twimg.com/profile_images/1118784602439602176/WUafjhyh_normal.png,https://pbs.twimg.com/profile_banners/221883712/1560605868,9E6565,FFFFFF,DDEEF6,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,1.4671844660194175
12,12,16,16,3828,73478611.0,73478611.0,TonyC DipABRSM,AdcoakerC,DipABRSM. BA (Hons) Politics PG Dip. I teach music locally and have a small practice. my views are just mine. #Kodály Some of my feed is automated 🤖🎵🎹,13.0,40431.0,3110.076923076924,,https://t.co/CWgnf6PlQ2,"{'url': {'urls': [{'url': 'https://t.co/CWgnf6PlQ2', 'expanded_url': 'https://soundcloud.app.goo.gl/YCWVzFyDwwRxNYQV6', 'display_url': 'soundcloud.app.goo.gl/YCWVzFyDwwRxNY…', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,517.0,825.0,5.0,Fri Sep 11 20:40:52 +0000 2009,35455.0,,,False,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/880795417402888192/LGW4tNgn_normal.jpg,https://pbs.twimg.com/profile_images/880795417402888192/LGW4tNgn_normal.jpg,https://pbs.twimg.com/profile_banners/73478611/1503870991,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2009.0,0.6266666666666667
13,13,17,17,3847,2217909171.0,2217909171.0,Bethan McConnell,BethanMcConnell,London-based culture journo and music photographer | bylines @independent @youthmusic,9.0,34593.0,3843.666666666666, →hello@bethanmcconnell.co.uk←,https://t.co/5ScXsLfGk1,"{'url': {'urls': [{'url': 'https://t.co/5ScXsLfGk1', 'expanded_url': 'http://www.bethanmcconnell.co.uk', 'display_url': 'bethanmcconnell.co.uk', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3904.0,4426.0,18.0,Tue Dec 10 17:27:43 +0000 2013,236179.0,,,True,True,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1575258567250157570/I7AYSo--_normal.jpg,https://pbs.twimg.com/profile_images/1575258567250157570/I7AYSo--_normal.jpg,https://pbs.twimg.com/profile_banners/2217909171/1647623544,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2013.0,0.8820605512878446
14,14,18,18,3905,16630682.0,16630682.0,Chris West🌻,trekwest,"Internet radio dj always finding, sharing & supporting new artists. Host of #TheTripwire on @bluetorchradio. Together in love, life and Music with @ajaynemusic",14.0,86466.0,6176.142857142857,Toowoomba Queensland Australia,https://t.co/18olQaSZTe,"{'url': {'urls': [{'url': 'https://t.co/18olQaSZTe', 'expanded_url': 'http://www.bluetorchradio.com', 'display_url': 'bluetorchradio.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,3936.0,4953.0,55.0,Tue Oct 07 14:52:27 +0000 2008,24003.0,,,True,False,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1292442027/image_normal.jpg,https://pbs.twimg.com/profile_images/1292442027/image_normal.jpg,,0084B4,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,False,False,False,False,none,[],2008.0,0.7946698970321018
15,15,19,19,4019,1.0325435312174449e+18,1.0325435312174449e+18,Music Saves Lives,MusicSavesLive5,Frequency transmitter of musical life,4.0,10575.0,2643.75,"Ohio, USA",,{'description': {'urls': []}},False,938.0,2316.0,0.0,Thu Aug 23 08:22:16 +0000 2018,22080.0,,,False,False,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1032563747276107776/8NOk6B9k_normal.jpg,https://pbs.twimg.com/profile_images/1032563747276107776/8NOk6B9k_normal.jpg,https://pbs.twimg.com/profile_banners/1032543531217444864/1535014428,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2018.0,0.4050086355785837
16,16,22,22,4547,352229316.0,352229316.0,mckenna!,meh_kenna,music/av/food/politics/pop/Haim/prod/pods/she/her —BLM— I love @NewYorkStateAG,11.0,49565.0,4505.909090909091,"West Hollywood, CA",,{'description': {'urls': []}},False,1402.0,3352.0,7.0,Wed Aug 10 09:52:55 +0000 2011,98900.0,,,True,False,,False,False,False,320063,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1266444462948970496/teAf0nbb_normal.jpg,https://pbs.twimg.com/profile_images/1266444462948970496/teAf0nbb_normal.jpg,https://pbs.twimg.com/profile_banners/352229316/1670480107,FFCC4D,FFFFFF,DCB221,16F2B9,True,True,False,False,False,False,False,False,False,False,False,none,[],2011.0,0.4182577565632458
17,17,24,24,5110,274753995.0,274753995.0,Katie Pritchard 🕺🌈🐌 #DISCOBALL,katiepritchards,"Comedy actory musicy person • WINNER @2Northdown & @musicalcomedyuk “An explosion of joyful lunacy""(ShortList) • DiscoBall • Idiot • she/her • Rep’d by @cmmgt",11.0,23493.0,2135.7272727272725,London,https://t.co/bvkY0EzZd6,"{'url': {'urls': [{'url': 'https://t.co/bvkY0EzZd6', 'expanded_url': 'https://linktr.ee/katiepritchards', 'display_url': 'linktr.ee/katiepritchards', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,4588.0,2959.0,64.0,Wed Mar 30 23:58:01 +0000 2011,27431.0,,,True,False,,False,False,False,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/1554229098741907458/m27m2XUP_normal.jpg,https://pbs.twimg.com/profile_images/1554229098741907458/m27m2XUP_normal.jpg,https://pbs.twimg.com/profile_banners/274753995/1643829606,93A644,EEEEEE,FFFFFF,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2011.0,1.5505238256167624
18,18,25,25,5214,23682529.0,23682529.0,Bill Tribble,bill_tribble,"Art, music, & creative coaching. Product designer at Unmind. #blm Mainly on Mastodon: https://t.co/uf2Qgxtnoe",13.0,39334.0,3025.692307692308,"Hackney, London",https://t.co/jlsHgKJeEb,"{'url': {'urls': [{'url': 'https://t.co/jlsHgKJeEb', 'expanded_url': 'https://btribble.com', 'display_url': 'btribble.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/uf2Qgxtnoe', 'expanded_url': 'https://mastodon.design/@bill_tribble', 'display_url': 'mastodon.design/@bill_tribble', 'indices': [86, 109]}]}}",False,1784.0,3998.0,218.0,Tue Mar 10 23:37:30 +0000 2009,51351.0,,,True,False,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/554990872190664704/BVLj9z8L_normal.jpeg,https://pbs.twimg.com/profile_images/554990872190664704/BVLj9z8L_normal.jpeg,https://pbs.twimg.com/profile_banners/23682529/1632306036,0084B4,BDDCAD,DDFFCC,333333,True,False,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.4462231115557779
19,19,26,26,5255,816101604.0,816101604.0,Lady Hayes #StandWithUkraine #FreeNavalny💙,LynArnold,"Animal loving Christian veggie. Passionate about sport, music, theatre and literature. Plus fine wine, chocolate and G&T's! #ToriesOut",10.0,40305.0,4030.5,New Forest,,{'description': {'urls': []}},False,1288.0,1332.0,27.0,Mon Sep 10 21:52:01 +0000 2012,175636.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/689852507997216768/z1aob6sL_normal.jpg,https://pbs.twimg.com/profile_images/689852507997216768/z1aob6sL_normal.jpg,https://pbs.twimg.com/profile_banners/816101604/1420812857,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.9669669669669668
20,20,27,27,5273,150692911.0,150692911.0,Manu Ekanayake,manueky,"Freelance music, clubs and culture journalist for @GuardianMusic @theQuietus @mixmag etc. Now an author too in The Secret DJ Presents... Tales From The Booth",12.0,32316.0,2693.0,"London, England",,{'description': {'urls': []}},False,2774.0,5000.0,59.0,Tue Jun 01 15:38:42 +0000 2010,106171.0,,,True,False,,False,False,False,EDECE9,http://abs.twimg.com/images/themes/theme3/bg.gif,https://abs.twimg.com/images/themes/theme3/bg.gif,False,http://pbs.twimg.com/profile_images/1403298442596831232/onq5Fopc_normal.jpg,https://pbs.twimg.com/profile_images/1403298442596831232/onq5Fopc_normal.jpg,https://pbs.twimg.com/profile_banners/150692911/1398243037,097C80,D3D2CF,E3E2DE,634047,True,True,False,False,False,False,False,False,False,False,False,none,[],2010.0,0.5548
21,21,28,28,5363,3926045053.0,3926045053.0,Lets Talk About The Music,LTATM_Media,It started with Lets Talk About The Music & the Musicians that support the show. As community LTATM Media Network was created for all independent musicians.,7.0,14458.0,2065.428571428572,"Tacoma, WA",https://t.co/q1RkPeAvCU,"{'url': {'urls': [{'url': 'https://t.co/q1RkPeAvCU', 'expanded_url': 'https://linktr.ee/LTATM', 'display_url': 'linktr.ee/LTATM', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,271.0,687.0,6.0,Sat Oct 17 15:05:37 +0000 2015,488.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1396921286371119106/RixiBMA2_normal.jpg,https://pbs.twimg.com/profile_images/1396921286371119106/RixiBMA2_normal.jpg,https://pbs.twimg.com/profile_banners/3926045053/1638579266,981CEB,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2015.0,0.3944687045123727
22,22,29,29,6159,20133831.0,20133831.0,Declan,holmesprice,Music tech writer & consultant for @rollingstoneUK @residentadvisor @djmag @google @dazed @water_and_music @point_blank ⚽️ Spurs 🏈 Titans,13.0,30665.0,2358.846153846154,London,,{'description': {'urls': []}},False,2301.0,4057.0,48.0,Thu Feb 05 10:12:57 +0000 2009,29022.0,,,True,False,,False,False,False,131516,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,True,http://pbs.twimg.com/profile_images/1559903947615354880/ItCyzVE7_normal.jpg,https://pbs.twimg.com/profile_images/1559903947615354880/ItCyzVE7_normal.jpg,https://pbs.twimg.com/profile_banners/20133831/1634715807,009999,EEEEEE,EFEFEF,333333,False,True,False,False,False,False,False,False,False,False,False,none,[],2009.0,0.5671678580231698
23,23,30,30,6176,7.986938558057882e+17,7.986938558057882e+17,Johnny ** Southern Raiders Band- Lead Guitarist **,johnny64775858,"HELLO,  Being a musician I would like to introduce you to the SOUTHERN  RAIDERS BAND...Please take a listen to our music at https://t.co/3MeztRHoXt",6.0,12366.0,2061.0," EM' HILLS OF, TN",https://t.co/3MeztRHoXt,"{'url': {'urls': [{'url': 'https://t.co/3MeztRHoXt', 'expanded_url': 'http://1srb.com', 'display_url': '1srb.com', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/3MeztRHoXt', 'expanded_url': 'http://1srb.com', 'display_url': '1srb.com', 'indices': [124, 147]}]}}",False,1293.0,4603.0,14.0,Wed Nov 16 01:07:09 +0000 2016,1929.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1499496554188754950/nTCo5gNT_normal.jpg,https://pbs.twimg.com/profile_images/1499496554188754950/nTCo5gNT_normal.jpg,https://pbs.twimg.com/profile_banners/798693855805788160/1646342725,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,False,False,False,False,none,[],2016.0,0.2809037584184227
24,24,31,31,6471,2864043909.0,2864043909.0,EddieAyalaMusic✍️🎙,eddieayalamusic,"Singer/Songwriter - Country/Pop/Rock . Pro Wrestling Fan WWE/AEW , Sports Fan 🏈🏀⚽️, Fantasy Football 🏆 Gamer 🎮 , Follow my Instagram @eddieayalamusic",8.0,16461.0,2057.625,"Donna, TX",,{'description': {'urls': []}},False,819.0,4963.0,0.0,Thu Nov 06 16:51:01 +0000 2014,105735.0,,,True,False,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1113979905597947904/e1vvZskv_normal.jpg,https://pbs.twimg.com/profile_images/1113979905597947904/e1vvZskv_normal.jpg,https://pbs.twimg.com/profile_banners/2864043909/1662448927,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,False,False,False,False,none,[],2014.0,0.1650211565585331
25,25,32,32,6777,147875581.0,147875581.0,JR,jrwatkis,"TV Host/Founder of WMV® (@worldmusicviews), 3x author CULCAP™ (@culcapstore) & Think Media (@thinkedja), Producer & Host of the B&E Show with @jamaicastockex",12.0,101193.0,8432.75,Cultural Capital,https://t.co/a6PouAS417,"{'url': {'urls': [{'url': 'https://t.co/a6PouAS417', 'expanded_url': 'https://linktr.ee/worldmusicviews', 'display_url': 'linktr.ee/worldmusicviews', 'indices': [0, 23]}]}, 'description': {'urls': []}}",False,1451.0,2750.0,44.0,Tue May 25 08:00:24 +0000 2010,15473.0,,,True,False,,False,False,False,DBE9ED,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,False,http://pbs.twimg.com/profile_images/1600625575168811008/mRdQevpc_normal.jpg,https://pbs.twimg.com/profile_images/1600625575168811008/mRdQevpc_normal.jpg,https://pbs.twimg.com/profile_banners/147875581/1653322581,91D2FA,FFFFFF,E6F6F9,121012,True,False,False,False,False,False,False,False,False,False,False,none,[],2010.0,0.5276363636363637
26,26,34,34,6964,884882551.0,884882551.0,anonymous 🇯🇲♌️,Kirsten_LP,24 | Digital Sales (Streaming) - @orchtweets / @sonymusicuk | all views on this account are my own,10.0,30234.0,3023.4,,,{'description': {'urls': []}},False,482.0,838.0,2.0,Tue Oct 16 17:25:48 +0000 2012,99373.0,,,True,False,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1599443478668361729/GdK8n6aW_normal.jpg,https://pbs.twimg.com/profile_images/1599443478668361729/GdK8n6aW_normal.jpg,https://pbs.twimg.com/profile_banners/884882551/1649343961,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,False,False,False,False,none,[],2012.0,0.5751789976133651
