Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,created_at,edit_history_tweet_ids,text,clean_text,non_english
16,16,16,1.5367820305618534e+18,2022-06-14 18:46:02+00:00,['1536782030561853442'],"@waluap @SAPHNAsharonOBE Wishing all of you nearing the end of your course the best of luck securing your new posts, you are entering a most fabulous career. #schoolnursebestjobever",  wishing all of you nearing the end of your course the best of luck securing your new posts you are entering a most fabulous career ,False
18,18,18,1.533817245545255e+18,2022-06-06 14:25:02+00:00,['1533817245545254914'],"Who's joining @WeNurses for #WeNurseAcademics tomorrow 8PM?
Nurse Academics/Educators Tweetchat
""Looking after ourselves is important too, but do we?""+ impact on students
Chat info here ➡️  https://t.co/BeptdK2Is5 , please RT :)
Everyone Welcome
⬇️Chat Questions⬇️ https://t.co/3mdQGa89k9","who's joining  for  tomorrow pm
nurse academicseducators tweetchat
looking after ourselves is important too but do we impact on students
chat info here     please rt 
everyone welcome
chat questions ",False
20,20,20,1.5291970386001715e+18,2022-05-24 20:25:59+00:00,['1529197038600171533'],@LeanneHPatrick @WeCommNurses @WeStudentNurse thank you for joining us Leanne :) #wecns,   thank you for joining us leanne  ,False
25,25,25,1.5278928244438303e+18,2022-05-21 06:03:30+00:00,['1527892824443830272'],@PostDocHV @UniofHerts @WeGPNs @iHealthVisiting @ADNEuk @TheQNI @UKSCSCPHN Congratulations Michael,       congratulations michael,False
29,29,29,1.5269755930357268e+18,2022-05-18 17:18:45+00:00,['1526975593035726849'],@HUHSchoolNurse @sarajan16181976 @NHSHomerton @KKessack @mcmanusb Must definitely be good if given an honorary SCPHNhood 😀,     must definitely be good if given an honorary scphnhood ,False
30,30,30,1.5268182902108488e+18,2022-05-18 06:53:41+00:00,['1526818290210848770'],Now there is an offer to consider... https://t.co/6Q5KReD1FE,now there is an offer to consider ,False
31,31,31,1.526637136136618e+18,2022-05-17 18:53:51+00:00,['1526637136136617986'],"@SAPHNAsharonOBE @SAPHNAteam @UKSepsisTrust @SepsisUK @PictonZoe @WhatTheTrigMath So sorry to hear this Sharon, love and hugs all around x",      so sorry to hear this sharon love and hugs all around x,False
32,32,32,1.526593980821123e+18,2022-05-17 16:02:22+00:00,['1526593980821123072'],"Academics, any sage advice? https://t.co/rTJXmdfqmR",academics any sage advice ,False
33,33,33,1.526573002002948e+18,2022-05-17 14:39:00+00:00,['1526573002002948097'],@SAPHNAsharonOBE @Jake_Daniels11 Well done. A great role model. Your actions will help so many,  well done a great role model your actions will help so many,False
35,35,35,1.526565710524207e+18,2022-05-17 14:10:02+00:00,['1526565710524207104'],"Are you ready for:
 @WeNurses tweetchat via #WeNurseAcademics TONIGHT 8PM
""Starting as a new Nursing Academic, where to begin!""
Chat info here: https://t.co/sXumMoZ9hd 
Come and join in to learn more about staring in nursing academia.
All welcome!","are you ready for
  tweetchat via  tonight pm
starting as a new nursing academic where to begin
chat info here  
come and join in to learn more about staring in nursing academia
all welcome",False
38,38,38,1.526555846016176e+18,2022-05-17 13:30:50+00:00,['1526555846016176129'],"@Mersey_Care @AintreeRaces @NHSSSCCG School Nurses delivering safety and wellbeing  messages for Sefton Y6 pupils, working with partner agencies. What is your team up to this week?",   school nurses delivering safety and wellbeing  messages for sefton y pupils working with partner agencies what is your team up to this week,False
39,39,39,1.526185837108527e+18,2022-05-16 13:00:33+00:00,['1526185837108527107'],"There's TWO great tweetchats this week with @WeNurses! 
 
TUESDAY 8PM  ""nurse academia, where to begin?"" via#WeNurseAcademics
Thursday 8:30PM ""Nursing Unions""  via #WeNurses
 
Chat infos here:
https://t.co/7FAoItI0Al
Are you joining? We hope so! https://t.co/8gM20s0TbB","there's two great tweetchats this week with  
 
tuesday pm  nurse academia where to begin via
thursday pm nursing unions  via 
 
chat infos here

are you joining we hope so ",False
41,41,41,1.5236877839272755e+18,2022-05-09 15:34:11+00:00,['1523687783927275526'],"Will you help us by creating a Twitter map showing where all our amazing international nurse peers came from, please?
 
More info &amp; the #IND2022map here https://t.co/onkH0zzctn
It just takes a tweet &amp; a little kindness :)
⬇️Here's how⬇️ https://t.co/B5Y8MPUSFK","will you help us by creating a twitter map showing where all our amazing international nurse peers came from please
 
more info amp the  here 
it just takes a tweet amp a little kindness 
here's how ",False
42,42,42,1.5199155805680845e+18,2022-04-29 05:44:47+00:00,['1519915580568084480'],"Very excited and proud to share our new look with you!
Our new modern look better reflects your professionalism and unites us in our aims/diversity across the We’s too.
Learn more about the update here https://t.co/8Eaz5zTfqG
Here’s to another amazing #10yearsofWe with you. https://t.co/ur9vEwUekv","very excited and proud to share our new look with you
our new modern look better reflects your professionalism and unites us in our aimsdiversity across the wes too
learn more about the update here 
heres to another amazing  with you ",False
43,43,43,1.5065599880466964e+18,2022-03-23 09:14:26+00:00,['1506559988046696451'],"Well done all the School Nurses that add their voice to last nights #WeCNs 
 
If you missed it, you can still answer the tweeted questions... https://t.co/ETjK7FS3Kt","well done all the school nurses that add their voice to last nights  
 
if you missed it you can still answer the tweeted questions ",False
50,50,50,1.5063603075890422e+18,2022-03-22 20:00:58+00:00,['1506360307589042176'],"Who is joining #WeCNs this eve? 

Super important Career Pathways https://t.co/GHDLipdNbr","who is joining  this eve 

super important career pathways ",False
51,51,51,1.5059856043911578e+18,2022-03-21 19:12:02+00:00,['1505985604391157766'],"This time tomorrow we'll be warming up for #WeCNs with @PocoOcho @ogunso1
 on ""Delivering Diverse Community Nursing Career Pathways"" hosted by @WeCommNurses 
Let's bring our voice to the feedback into the National Community Nursing Plan! 
Chat info here https://t.co/6fGoMAGHka","this time tomorrow we'll be warming up for  with  
 on delivering diverse community nursing career pathways hosted by  
let's bring our voice to the feedback into the national community nursing plan 
chat info here ",False
54,54,54,1.5012860715518976e+18,2022-03-08 19:57:46+00:00,['1501286071551897602'],Who's joining #WeCNs this eve? https://t.co/bosFJGCvmV,who's joining  this eve ,False
57,57,57,1.491874402044199e+18,2022-02-10 20:39:09+00:00,['1491874402044198919'],This is rather great news :) go team @WeCommNurses https://t.co/MrWtAjmD9h,this is rather great news  go team  ,False
59,59,59,1.479186320559911e+18,2022-01-06 20:21:15+00:00,['1479186320559910919'],let's jump on #wenurses this eve! https://t.co/qNSBnQ8Xvw,let's jump on  this eve ,False
64,64,64,1.448244172176171e+18,2021-10-13 11:08:12+00:00,['1448244172176171012'],@SAPHNAsharonOBE What are your thoughts on this conversaton everyone?, what are your thoughts on this conversaton everyone,False
72,72,72,1.4360462043165532e+18,2021-09-09 19:17:50+00:00,['1436046204316553225'],@sharon_kempson @lynnewalsall us too :) #WeNurseAcademics,  us too  ,False
81,81,81,1.4030735709772923e+18,2021-06-10 19:36:21+00:00,['1403073570977292299'],Great question #WeNurses https://t.co/rAWkE89IeB,great question  ,False
83,83,83,1.4030687164688138e+18,2021-06-10 19:17:04+00:00,['1403068716468813824'],Do you have a carers champion ? #WeNurses https://t.co/LihTHiteWs,do you have a carers champion   ,False
84,84,84,1.403066270564692e+18,2021-06-10 19:07:21+00:00,['1403066270564691972'],Question 1 #WeNurses https://t.co/67227tYoL3,question   ,False
86,86,86,1.4030654024234025e+18,2021-06-10 19:03:54+00:00,['1403065402423402502'],Hello everyone #WeNurses https://t.co/znqXiYBtu2,hello everyone  ,False
87,87,87,1.40306375719927e+18,2021-06-10 18:57:22+00:00,['1403063757199269893'],"Join in at 8pm folks &gt; 

#WeNurses https://t.co/Q6D4AklJES","join in at pm folks gt 

 ",False
89,89,89,1.4028933141988393e+18,2021-06-10 07:40:05+00:00,['1402893314198839297'],@maureenhudd @HenSloman @SAPHNAteam So true,   so true,False
92,92,92,1.40216239719705e+18,2021-06-08 07:15:41+00:00,['1402162397197049856'],"@DemiRoberts20 Hi Demi, School nurses have a Specialist Degree in community and public health nursing (SCPHN - School nursing)", hi demi school nurses have a specialist degree in community and public health nursing scphn  school nursing,False
95,95,95,1.395639143221375e+18,2021-05-21 07:14:36+00:00,['1395639143221374977'],@stnpaeds_Ellena Enjoy!, enjoy,False
97,97,97,1.3945498654227702e+18,2021-05-18 07:06:12+00:00,['1394549865422770177'],@SAPHNAsharonOBE @kennygibsonnhs @RandallCath @SarahCerioli @acserrao76 @suzannesmith28 @DavidLeanLeano @VivJBennett @NHSsafeguarding @PhilipWinterbo1 @joycefletcher18 @RavinderKondel @figrossick @CNOEngland @HilaryGarratt @BecsReynoldsNHS @MAAPPUK @MidwivesRCM @iHealthVisiting @Chelleefarnan @CathySheehan8 @SmithPennyNHSEI @EssParent @KNFMHBV @safelives_ @StopItNowUK @anneliese_ht @teamCNO_ @MSHelpline @NaeemFadiaNHS @LizzyEJRat @JoanneJJH @safeguardingGP @NNDHP @SANNnhs @CSPR_Panel @MmLawrence_ @ICON_COPE @nickrudling @ClaireSMason @rachelmarie78 @lukabaduka @PillingMichelle @Pers_Care @samaritans @NSPCC @Sch4Change @AllisonCannon14 @rcgp @ZoeALane Come on School Nurses lets get sharing there is so much good practice out there,                                                  come on school nurses lets get sharing there is so much good practice out there,False
99,99,99,1.3929161715492045e+18,2021-05-13 18:54:29+00:00,['1392916171549204480'],let's be there tweeting school nurses :) jump on #wenurses and add our voice! https://t.co/qvUTXk58bU,let's be there tweeting school nurses  jump on  and add our voice ,False
101,101,101,1.3924129525154693e+18,2021-05-12 09:34:52+00:00,['1392412952515469313'],"@WendyJNicholson @SAPHNAteam @SAPHNAsharonOBE @WeNurses Thank you Wendy for the huge part you play in supporting School Nurses, both here in the UK and internationally too... have a great #ind2021 you great nurse :)",    thank you wendy for the huge part you play in supporting school nurses both here in the uk and internationally too have a great  you great nurse ,False
104,104,104,1.392383044842107e+18,2021-05-12 07:36:01+00:00,['1392383044842106880'],Thank you for all you do today we celebrate each and every one of you x https://t.co/EsytNHVljN,thank you for all you do today we celebrate each and every one of you x ,False
105,105,105,1.3898674698131538e+18,2021-05-05 09:00:01+00:00,['1389867469813153798'],Today is World Hand Hygiene Day let us know how school nurses are getting involved https://t.co/bMhw3ur6Ef,today is world hand hygiene day let us know how school nurses are getting involved ,False
106,106,106,1.3898411109026406e+18,2021-05-05 07:15:17+00:00,['1389841110902640641'],good morning https://t.co/jCd2ckjIvA,good morning ,False
113,113,113,1.3871072067352166e+18,2021-04-27 18:11:43+00:00,['1387107206735216642'],Question 2 #ExpOfCare https://t.co/rFXTEal4bR,question   ,False
115,115,115,1.3852311629063946e+18,2021-04-22 13:57:00+00:00,['1385231162906394624'],Next Week lots going on via #ExpOfCare https://t.co/l8h6tFnAN7,next week lots going on via  ,False
120,120,120,1.3844105120715653e+18,2021-04-20 07:36:01+00:00,['1384410512071565313'],"Good morning School Nursing world, what you up to today? https://t.co/UKZS7yUfk3",good morning school nursing world what you up to today ,False
124,124,124,1.3840425451942912e+18,2021-04-19 07:13:51+00:00,['1384042545194291205'],Good Morning Happy Summer term!!! https://t.co/PWEMPmKIBW,good morning happy summer term ,False
125,125,125,1.3830185837568328e+18,2021-04-16 11:25:00+00:00,['1383018583756832768'],"Have you heard .... #ExpOfCare Week starts on 26th April ..... 

Read all about this crucial week of short burst learning here &gt; https://t.co/dZkwIseshY","have you heard   week starts on th april  

read all about this crucial week of short burst learning here gt ",False
127,127,127,1.3822306656897106e+18,2021-04-14 07:14:05+00:00,['1382230665689710596'],Have a great day https://t.co/9l5MCpEGx1,have a great day ,False
128,128,128,1.3804183607904215e+18,2021-04-09 07:12:38+00:00,['1380418360790421505'],Please take the time to read so important for us all https://t.co/tVaPJ9wcKr,please take the time to read so important for us all ,False
130,130,130,1.3750017514562068e+18,2021-03-25 08:28:58+00:00,['1375001751456206848'],https://t.co/ywPyYw08Dz,,False
132,132,132,1.374281995207938e+18,2021-03-23 08:48:55+00:00,['1374281995207938048'],"Have a great Tuesday, what are we all up to? https://t.co/1PvifJjxAm",have a great tuesday what are we all up to ,False
134,134,134,1.37285639171985e+18,2021-03-19 10:24:04+00:00,['1372856391719849984'],"Fridays here, have a great day! https://t.co/N2H8jk2H6W",fridays here have a great day ,False
136,136,136,1.3724670021121477e+18,2021-03-18 08:36:47+00:00,['1372467002112147461'],@SN_StockportNHS Really interesting cant wait to hear how it goes, really interesting cant wait to hear how it goes,False
139,139,139,1.3724667874224988e+18,2021-03-18 08:35:55+00:00,['1372466787422498816'],@craggs_dj Enjoy x, enjoy x,False
141,141,141,1.3724662345418916e+18,2021-03-18 08:33:44+00:00,['1372466234541891586'],"@Nic_La_Nurse We are, wouldn't have it any other way x", we are wouldn't have it any other way x,False
145,145,145,1.3724654187330355e+18,2021-03-18 08:30:29+00:00,['1372465418733035526'],good morning! have a great day!! https://t.co/2bkQMgG63F,good morning have a great day ,False
146,146,146,1.3721884713690683e+18,2021-03-17 14:10:00+00:00,['1372188471369068551'],If you could have a moment with our countries decision makers to say one thing about school nursing what would it be?,if you could have a moment with our countries decision makers to say one thing about school nursing what would it be,False
147,147,147,1.3721738750735442e+18,2021-03-17 13:12:00+00:00,['1372173875073544192'],Thought from the school nursing world? https://t.co/cs4GN2pnMA,thought from the school nursing world ,False
148,148,148,1.372158020839297e+18,2021-03-17 12:09:00+00:00,['1372158020839297029'],"Loving this, lets help get CYP voices heard! @ChildrensComm 

https://t.co/hIVbwW06BZ","loving this lets help get cyp voices heard  

",False
149,149,149,1.3721273185340908e+18,2021-03-17 10:07:00+00:00,['1372127318534090753'],"If you haven't seen this already it is a must!

https://t.co/fBV55aKi7g","if you haven't seen this already it is a must

",False
154,154,154,1.3720966526857585e+18,2021-03-17 08:05:08+00:00,['1372096652685758465'],@MikeBellSN So busy but what an amazing day!  Love school nursing, so busy but what an amazing day  love school nursing,False
158,158,158,1.3720960654077133e+18,2021-03-17 08:02:48+00:00,['1372096065407713285'],@JamieWaterall @WendyJNicholson @lynrayz @VivJBennett @Alison_Morton2 @PHE_uk @HelenDon_RCN @SAPHNAsharonOBE @CatherineSwann_ @FNPNationalUnit Looking forward to hearing more,          looking forward to hearing more,False
160,160,160,1.372095901787902e+18,2021-03-17 08:02:09+00:00,['1372095901787901952'],Good Morning School Nursing World! https://t.co/PmpQyfdVAw,good morning school nursing world ,False
164,164,164,1.3717467823765545e+18,2021-03-16 08:54:53+00:00,['1371746782376554499'],@dibooth143 @SAPHNAsharonOBE @NHSEngland @russellviner @jimmcmanusph @LGAWellbeing @MattHancock @vickyford Absolutely and we are already in place,        absolutely and we are already in place,False
166,166,166,1.3717464585175368e+18,2021-03-16 08:53:36+00:00,['1371746458517536769'],@SandwellSN Fabulous come on School Nursing world I reckon we can all get dancing 😀😀, fabulous come on school nursing world i reckon we can all get dancing ,False
168,168,168,1.3714274566708593e+18,2021-03-15 11:46:00+00:00,['1371427456670859265'],"As we embark on a new School Nursing week, let us know what you have planned?",as we embark on a new school nursing week let us know what you have planned,False
169,169,169,1.3713671539123978e+18,2021-03-15 07:46:22+00:00,['1371367153912397824'],https://t.co/hL2ySdtsSL,,False
172,172,172,1.3703621421599334e+18,2021-03-12 13:12:49+00:00,['1370362142159933440'],@sweetpeateasda1 @kimwright741 Busy good? Hope everyone is remember to look after themselves x,  busy good hope everyone is remember to look after themselves x,False
173,173,173,1.3703438206725325e+18,2021-03-12 12:00:01+00:00,['1370343820672532482'],So our first official week back has passed how has it been out there?,so our first official week back has passed how has it been out there,False
174,174,174,1.370277630189187e+18,2021-03-12 07:37:00+00:00,['1370277630189187077'],Happy Friday! https://t.co/FkkmXtgUIG,happy friday ,False
180,180,180,1.3700247268572774e+18,2021-03-11 14:52:03+00:00,['1370024726857277442'],@mumofdancingirl That's really good to hear we have all had to adapt but still achieving positive outcomes, that's really good to hear we have all had to adapt but still achieving positive outcomes,False
181,181,181,1.369990031138521e+18,2021-03-11 12:34:11+00:00,['1369990031138521088'],@mumofdancingirl Fab were they happy to do it?, fab were they happy to do it,False
182,182,182,1.3699738795280343e+18,2021-03-11 11:30:00+00:00,['1369973879528034308'],We have seen some amazing examples over the past year of how SN teams have adapted during COVID what has been the biggest change for you in service delivery?,we have seen some amazing examples over the past year of how sn teams have adapted during covid what has been the biggest change for you in service delivery,False
183,183,183,1.3699663376495002e+18,2021-03-11 11:00:02+00:00,['1369966337649500162'],We will never forget you x https://t.co/QelcaxagwR,we will never forget you x ,False
184,184,184,1.3699638124811592e+18,2021-03-11 10:50:00+00:00,['1369963812481159171'],We will be joining the min silence today to recognise those nurses we have lost during this pandemic.  Our lost hero's we will never forget x,we will be joining the min silence today to recognise those nurses we have lost during this pandemic  our lost hero's we will never forget x,False
185,185,185,1.3699225418805084e+18,2021-03-11 08:06:00+00:00,['1369922541880508417'],A minute’s silence for nurses to mark pandemic anniversary https://t.co/5bHU2kLQde,a minutes silence for nurses to mark pandemic anniversary ,False
187,187,187,1.3699134815547064e+18,2021-03-11 07:30:00+00:00,['1369913481554706434'],Have a great day! https://t.co/Sll8LcApN3,have a great day ,False
189,189,189,1.369741187435946e+18,2021-03-10 20:05:22+00:00,['1369741187435945993'],@AshcroftBen @deniseclooney Every Child Leaving Care Matters #ECLCM,  every child leaving care matters ,False
197,197,197,1.3697223589116027e+18,2021-03-10 18:50:33+00:00,['1369722358911602692'],@SAPHNAsharonOBE Fabulous you are all amazing!, fabulous you are all amazing,False
200,200,200,1.369665745643258e+18,2021-03-10 15:05:35+00:00,['1369665745643257856'],@AliH2009 Enjoy!, enjoy,False
202,202,202,1.369665266037166e+18,2021-03-10 15:03:41+00:00,['1369665266037166085'],@sarafidelia FAB, fab,False
205,205,205,1.369665086411993e+18,2021-03-10 15:02:58+00:00,['1369665086411993093'],@NHFTSchoolNurse These are fantastic! thanks for sharing, these are fantastic thanks for sharing,False
206,206,206,1.36964924069623e+18,2021-03-10 14:00:00+00:00,['1369649240696229889'],"Who's already completed their application, if you haven't why not?! You are all amazing, you all make a difference every day! Let shout about it! Do it......... you know you want to! https://t.co/m7chVwxQIT",who's already completed their application if you haven't why not you are all amazing you all make a difference every day let shout about it do it you know you want to ,False
207,207,207,1.3696190483805676e+18,2021-03-10 12:00:02+00:00,['1369619048380567552'],"Making a 'calming kit' a fab way to support CYP, what other ways are school nurses supporting CYP's emotional health and well being at this challenging time? https://t.co/zX2zsJrVO0",making a 'calming kit' a fab way to support cyp what other ways are school nurses supporting cyp's emotional health and well being at this challenging time ,False
208,208,208,1.3695838088156324e+18,2021-03-10 09:40:00+00:00,['1369583808815632387'],What's going on in your School Nursing world today? let us know what your up too,what's going on in your school nursing world today let us know what your up too,False
209,209,209,1.3695510931522929e+18,2021-03-10 07:30:00+00:00,['1369551093152292864'],Have a good one! https://t.co/e4CgXv2gDf,have a good one ,False
210,210,210,1.3693904893052887e+18,2021-03-09 20:51:49+00:00,['1369390489305288707'],@AlderHey @TheForumAH Thank you Darcie some amazing advice x,  thank you darcie some amazing advice x,False
212,212,212,1.369389965344469e+18,2021-03-09 20:49:44+00:00,['1369389965344468995'],@SAPHNAsharonOBE @kennygibsonnhs @NHSsafeguarding Thanks for sharing this is really good will def be encouraging people to watch,   thanks for sharing this is really good will def be encouraging people to watch,False
216,216,216,1.3693846314186834e+18,2021-03-09 20:28:32+00:00,['1369384631418683395'],School Nurses have done it before (2015)! Get sharing/nominating all that fantastic practice! https://t.co/m7chVwPs7t,school nurses have done it before  get sharingnominating all that fantastic practice ,False
217,217,217,1.3693829080588902e+18,2021-03-09 20:21:41+00:00,['1369382908058890245'],@SAPHNAsharonOBE How fantastic lets get nominating!!!!!!!!!!, how fantastic lets get nominating,False
218,218,218,1.369382665758122e+18,2021-03-09 20:20:44+00:00,['1369382665758121988'],@SchoolNurseG Fabulous, fabulous,False
220,220,220,1.369382570102841e+18,2021-03-09 20:20:21+00:00,['1369382570102841347'],@Nic_La_Nurse @SAPHNAsharonOBE Really interesting hope some one out there can help,  really interesting hope some one out there can help,False
222,222,222,1.3693475054697267e+18,2021-03-09 18:01:01+00:00,['1369347505469726724'],"@schnurscot without a doubt, I love the being present, thank you!", without a doubt i love the being present thank you,False
224,224,224,1.3693473091721093e+18,2021-03-09 18:00:14+00:00,['1369347309172109314'],@carolinehodgkin Absolutely!!!, absolutely,False
228,228,228,1.36930149731029e+18,2021-03-09 14:58:12+00:00,['1369301497310289924'],@HenSloman Brilliant!, brilliant,False
230,230,230,1.3693007375330222e+18,2021-03-09 14:55:10+00:00,['1369300737533022213'],@HRGSN Love it!, love it,False
232,232,232,1.3693006279023045e+18,2021-03-09 14:54:44+00:00,['1369300627902304267'],@rachemarie78 Always!, always,False
234,234,234,1.3692868553640223e+18,2021-03-09 14:00:01+00:00,['1369286855364022274'],"So I have had the privilege of spending the morning talking to parents who have concerns and anxieties about sending their children back to school, just one of the challenges we are supporting at this time, let us know the challenges you are picking up..",so i have had the privilege of spending the morning talking to parents who have concerns and anxieties about sending their children back to school just one of the challenges we are supporting at this time let us know the challenges you are picking up,False
235,235,235,1.369264203283001e+18,2021-03-09 12:30:00+00:00,['1369264203283001348'],If you had to describe the impact you have on CYP as a school nurse in 3 words what would they be?,if you had to describe the impact you have on cyp as a school nurse in  words what would they be,False
236,236,236,1.3692116065722982e+18,2021-03-09 09:01:00+00:00,['1369211606572298240'],How did our CYP's 1st day back go? Let us know your experiences and challenges or your highlights of getting back into schools,how did our cyp's st day back go let us know your experiences and challenges or your highlights of getting back into schools,False
240,240,240,1.369188705798394e+18,2021-03-09 07:30:00+00:00,['1369188705798393856'],Morning school nursing world welcome to Tuesday https://t.co/edmOMe14HJ,morning school nursing world welcome to tuesday ,False
244,244,244,1.3688867151511265e+18,2021-03-08 11:30:00+00:00,['1368886715151126532'],Hows your day going are we truly ready for the surge in support needed that is coming our way?  Let us know what SNing servs. are putting into place in your area to support CYP transition back to school.,hows your day going are we truly ready for the surge in support needed that is coming our way  let us know what sning servs are putting into place in your area to support cyp transition back to school,False
246,246,246,1.3688489752567153e+18,2021-03-08 09:00:02+00:00,['1368848975256715265'],Good Morning School Nursing world!  Whilst School Nursing has def. NOT stopped during lockdown how wonderful to be able to finally welcome CYP back.  Let us know how your day goes,good morning school nursing world  whilst school nursing has def not stopped during lockdown how wonderful to be able to finally welcome cyp back  let us know how your day goes,False
252,252,252,1.3688187690495263e+18,2021-03-08 07:00:00+00:00,['1368818769049526280'],"Good Morning  wishing all Children, Young People returning to school / college today the best of luck!  School Nurses across the country are here to help!",good morning  wishing all children young people returning to school  college today the best of luck  school nurses across the country are here to help,False
253,253,253,1.3686796535908516e+18,2021-03-07 21:47:12+00:00,['1368679653590851588'],@DeanEggitt @SAPHNAsharonOBE @JayneAshby6 Lets let @DeanEggitt know our view as front line practicing SN's how do we highlight our role how do we attract the attention of the decision makers?,   lets let  know our view as front line practicing sn's how do we highlight our role how do we attract the attention of the decision makers,False
260,260,260,1.368675111939752e+18,2021-03-07 21:29:10+00:00,['1368675111939751941'],@DeanEggitt @SAPHNAsharonOBE @JayneAshby6 Is now the time again for us to stand up and be counted and share the thousands and thousands of CYP being seen everyday by school nursing services.  Give us a platform and we will shout and share with CYP standing right at the front.,   is now the time again for us to stand up and be counted and share the thousands and thousands of cyp being seen everyday by school nursing services  give us a platform and we will shout and share with cyp standing right at the front,False
261,261,261,1.368673700841722e+18,2021-03-07 21:23:33+00:00,['1368673700841721861'],@SAPHNAsharonOBE Really great resource for all to her the voice of young people, really great resource for all to her the voice of young people,False
264,264,264,1.3686702698968105e+18,2021-03-07 21:09:55+00:00,['1368670269896810497'],So its return to School Eve!!  How are we all feeling?,so its return to school eve  how are we all feeling,False
279,279,279,1.3570360911199846e+18,2021-02-03 18:39:51+00:00,['1357036091119984641'],Question 1 - incase you missed it #WeNurses https://t.co/NYmPu2UETm,question   incase you missed it  ,False
280,280,280,1.3570341659344282e+18,2021-02-03 18:32:12+00:00,['1357034165934428169'],Hi everyone #WeNurses https://t.co/IHl3fqykwa,hi everyone  ,False
282,282,282,1.3568711097114378e+18,2021-02-03 07:44:16+00:00,['1356871109711437824'],"Join in tonight from 6:30pm 

#WeNurses https://t.co/eFOO58WoK9","join in tonight from pm 

 ",False
