id,created_at,edit_history_tweet_ids,text,clean_text
1.5642581660319089e+18,2022-08-29 14:26:23+00:00,['1564258166031908865'],I would walk a bit (The Proclaimers)  #VagueSongsAndFilms,would walk bit proclaimers
1.5641891858037514e+18,2022-08-29 09:52:17+00:00,['1564189185803751425'],Almost every comment on this thread features the word “wasp”. https://t.co/YHCw6160d3,almost every comment thread feature word wasp
1.56418871714893e+18,2022-08-29 09:50:26+00:00,['1564188717148930048'],Will BATTLE win the BATTLE? Or will WARDROBE get stuck in the WARDROBE? Only a few hours left! https://t.co/y4dkbLue1J,battle win battle wardrobe get stuck wardrobe hour left
1.5640814698274734e+18,2022-08-29 02:44:16+00:00,['1564081469827473411'],"Actorle 166 4/8
🟨⬛🟨🟩
I feel like I should have got this sooner really",actorle feel like got sooner really
1.563977735567024e+18,2022-08-28 19:52:04+00:00,['1563977735567024131'],@sugarraybuzzard @EddieRobson I actually like this,actually like
1.5639695536375562e+18,2022-08-28 19:19:33+00:00,['1563969553637556225'],"What’s the worst #DoctorWho episode title of the revived series so far?
THE FINAL",whats worst episode title revived series far final
1.5638415941633556e+18,2022-08-28 10:51:05+00:00,['1563841594163355648'],"He’s not consistent, is he? https://t.co/vO8oPYfCpJ",consistent
1.5638152750819942e+18,2022-08-28 09:06:30+00:00,['1563815275081994240'],@ComeOnAce Specials don’t count. Unless you’re on iPlayer.,special dont count unless youre iplayer
1.5638050974397645e+18,2022-08-28 08:26:03+00:00,['1563805097439764482'],"Currently boggled by the notion that there’s only one classic season and only one modern series to contain a Dalek story, a Cyberman story and a Master story. https://t.co/7suvgKL4WT",currently boggled notion one classic season one modern series contain dalek story cyberman story master story
1.5637993578325484e+18,2022-08-28 08:03:15+00:00,['1563799357832548352'],"#Heardle #185

🔇⬛⬛⬛⬛⬛⬛

It has now been a week since the ⁦@Heardle_app⁩ was a song I’d be able to name after hearing the entire song.",ha week since wa song id able name hearing entire song
1.5637893727171625e+18,2022-08-28 07:23:34+00:00,['1563789372717162496'],Don’t let dislike of the episode itself guide you - is Chib’s errant “ren” really a worse title than the other three? https://t.co/kFHurcIGwr,dont let dislike episode guide chibs errant ren really worse title three
1.5637861014830817e+18,2022-08-28 07:10:34+00:00,['1563786101483081730'],"Again, I’m surprised by how this is going. Moffat looks like taking this, leaving RTD and Chibs in the dust. Is the Robin Hood joke worse than the DC one? https://t.co/G3tZ3nMsjK",im surprised going moffat look like taking leaving rtd chibs dust robin hood joke worse dc one
1.5637853291774116e+18,2022-08-28 07:07:30+00:00,['1563785329177411584'],Several strong contenders here but I’m surprised by the front runner. What’s worse - the Narnia pastiche? The Dead Planet knockoff? The bewildering instruction? https://t.co/as09OzfbkL,several strong contender im surprised front runner whats worse narnia pastiche dead planet knockoff bewildering instruction
1.563784975715078e+18,2022-08-28 07:06:06+00:00,['1563784975715078144'],"Looks like a straight fight between a Davies snoozer and a Chibnall head-scratcher, but is Moffat being let off lightly? https://t.co/Ody3FEF0yD",look like straight fight davy snoozer chibnall headscratcher moffat let lightly
1.5637779566353695e+18,2022-08-28 06:38:13+00:00,['1563777956635369478'],"Wordle 435 X/6

⬜🟩⬜⬜⬜
⬜🟩⬜🟨⬜
⬜⬜⬜⬜⬜
⬜🟨⬜⬜⬜
🟩🟨🟨⬜⬜
🟩🟩🟩⬜🟩

Aaaaargh.",wordle x aaaaargh
1.5635298706046523e+18,2022-08-27 14:12:24+00:00,['1563529870604652544'],"@theDWshow So, virtually every great American series of the past three decades.",virtually every great american series past three decade
1.5635109942485402e+18,2022-08-27 12:57:24+00:00,['1563510994248540169'],I don’t think I’ve ever heard anyone say “Ooh er Mrs” except as an ironic reference. Who actually said that? Was it Frankie Howerd?,dont think ive ever heard anyone say ooh er mr except ironic reference actually said wa frankie howerd
1.5634588243881e+18,2022-08-27 09:30:06+00:00,['1563458824388100099'],"What’s the worst #DoctorWho episode title of the revived series so far?
Semi-final 4/4:",whats worst episode title revived series far semifinal
1.5634586231495844e+18,2022-08-27 09:29:18+00:00,['1563458623149584386'],"What’s the worst #DoctorWho episode title of the revived series so far?
Semi-final 3/4:",whats worst episode title revived series far semifinal
1.563457796728709e+18,2022-08-27 09:26:01+00:00,['1563457796728709122'],"What’s the worst #DoctorWho episode title of the revived series so far?
Semi-final 2/4:",whats worst episode title revived series far semifinal
1.563457615874904e+18,2022-08-27 09:25:17+00:00,['1563457615874904066'],"Semi-finals of this illustrious competition. 9 winners (losers?) from stage 1, plus all runner-ups to get 25% of the vote or more.

What’s the worst #DoctorWho episode title of the revived series so far?
Semi-final 1/4:",semifinal illustrious competition winner loser stage plus runnerups get vote whats worst episode title revived series far semifinal
1.5634544318818796e+18,2022-08-27 09:12:38+00:00,['1563454431881879552'],“Gentlemen!” https://t.co/u1nLubXKNA,gentleman
1.563454291620143e+18,2022-08-27 09:12:05+00:00,['1563454291620143104'],"@pie1883 I did not know a lot of these! Fascinating. There are a few in Remembrance of the Daleks, I believe. John. Martin. Kaufman.",know lot fascinating remembrance daleks believe john martin kaufman
1.5634322326098084e+18,2022-08-27 07:44:26+00:00,['1563432232609808384'],Ecuador https://t.co/u1nLubGHLA,ecuador
1.5632990049762714e+18,2022-08-26 22:55:02+00:00,['1563299004976271363'],"Wordle 433 5/6

⬜⬜⬜⬜🟨
⬜🟨🟨⬜🟩
⬜⬜⬜⬜⬜
⬜🟩🟨🟩⬜
🟩🟩🟩🟩🟩

Latest I’ve ever remembered to do this!",wordle latest ive ever remembered
1.5632144614601318e+18,2022-08-26 17:19:05+00:00,['1563214461460131844'],@touristcol @Heraldofcreatio Atmos…of the Sontarans!!!,atmosof sontarans
1.563090002514682e+18,2022-08-26 09:04:32+00:00,['1563090002514681856'],Reasons for choices: formulaic yet pretentious; there’s only one; r-word of the Daleks; fiddly. https://t.co/TOVTHLoMQE,reason choice formulaic yet pretentious one rword daleks fiddly
1.5630893224041062e+18,2022-08-26 09:01:49+00:00,['1563089322404106247'],Reasons for choices: awful made-up words; terrible cultural reference pun; can never remember it; pointless made-up word that communicates nothing. https://t.co/LcNjvwcGgh,reason choice awful madeup word terrible cultural reference pun never remember pointless madeup word communicates nothing
1.5630754419841595e+18,2022-08-26 08:06:40+00:00,['1563075441984159744'],@Heraldofcreatio My list so my choices! I don’t dislike that title at all.,list choice dont dislike title
1.5630751755158364e+18,2022-08-26 08:05:37+00:00,['1563075175515836416'],Reasons for choices: Still means nothing; trying and failing to sound tough; no idea what this is trying to do; meaningless nonsense. https://t.co/5FSCLZV5p9,reason choice still mean nothing trying failing sound tough idea trying meaningless nonsense
1.5630747837510574e+18,2022-08-26 08:04:03+00:00,['1563074783751057409'],Reasons for choices: there’s more than one; it’s just weird; it’s awkward; it means ABSOLUTELY NOTHING! https://t.co/qmOJiSZjaS,reason choice one weird awkward mean absolutely nothing
1.5630745453132718e+18,2022-08-26 08:03:06+00:00,['1563074545313271808'],"Reasons for choices: sound good, mean nothing; it’s an unpronounceable location; it’s word salad; it’s the worst “…of the Doctor” one. https://t.co/3msPkh0XlC",reason choice sound good mean nothing unpronounceable location word salad worst doctor one
1.5630742162953052e+18,2022-08-26 08:01:48+00:00,['1563074216295305217'],Reasons for choices; she’s not in it and it’s too similar to a previous one; it’s either dull or needlessly metaphorical; WTAF; it has nothing to do with the episode. https://t.co/cPmrEkTcrz,reason choice shes similar previous one either dull needlessly metaphorical wtaf ha nothing episode
1.563063910839636e+18,2022-08-26 07:20:51+00:00,['1563063910839635968'],"Reasons for choices: dull …of the Daleks, dull …of the Angels, they’re not Vampires, they’re not a sixties pop group. https://t.co/CGxEJzPgFT",reason choice dull daleks dull angel theyre vampire theyre sixty pop group
1.563063296030548e+18,2022-08-26 07:18:24+00:00,['1563063296030547971'],Reasons for choices: three of them are boringly descriptive titles. 42 makes no sense at all. https://t.co/ccRbPg0VSO,reason choice three boringly descriptive title make sense
1.5630630655870976e+18,2022-08-26 07:17:29+00:00,['1563063065587097601'],Reasons for choices: boringly generic; bewilderingly misleading; dull placeholder; very specific and dated reference. https://t.co/m4vtGjnUxq,reason choice boringly generic bewilderingly misleading dull placeholder specific dated reference
1.562889888155898e+18,2022-08-25 19:49:21+00:00,['1562889888155897856'],@DimensionsInJen You are never uncontroversial,never uncontroversial
1.5628849478365348e+18,2022-08-25 19:29:43+00:00,['1562884947836534785'],"@peoples_pop Not my favourite Pulp track, not my favourite MSP album, so my vote goes to the Charlatans.",favourite pulp track favourite msp album vote go charlatan
1.56288461021184e+18,2022-08-25 19:28:22+00:00,['1562884610211840001'],"@alexwilcock I also fear weird words in titles. Begone Praxeus, Meglos, Kinda, Castrovalva, Logopolis, Frontios et al!",also fear weird word title begone praxeus meglos kinda castrovalva logopolis frontios et al
1.5628809209981993e+18,2022-08-25 19:13:43+00:00,['1562880920998199297'],@HuckaDuck @TweetsCliff It’s amusing that the episode that actually does recall Dan Brown’s works has a title that doesn’t remind me of them at all!,amusing episode actually doe recall dan brown work ha title doesnt remind
1.5628805594285425e+18,2022-08-25 19:12:16+00:00,['1562880559428542464'],@peoples_pop Strange Currencies is a lesser celebrated but utterly lovely REM tune from the tail end of their imperial phase.,strange currency lesser celebrated utterly lovely rem tune tail end imperial phase
1.5628747989710316e+18,2022-08-25 18:49:23+00:00,['1562874798971031554'],"@TweetsCliff The curse was well known last century, so I’m amazed how often it’s happened this century!",curse wa well known last century im amazed often happened century
1.5628746399360123e+18,2022-08-25 18:48:45+00:00,['1562874639936012288'],@TweetsCliff I do prefer titles that have proper relevance to their episodes,prefer title proper relevance episode
1.5628681732416676e+18,2022-08-25 18:23:03+00:00,['1562868173241667591'],@HuckaDuck @TweetsCliff I think TSC worked as a title in 2007 but really doesn’t now. Only Spyfall also tries and fails at ghis game.,think tsc worked title really doesnt spyfall also try fails ghis game
1.5628677024271852e+18,2022-08-25 18:21:11+00:00,['1562867702427185154'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 9:",whats worst episode title revived series far round
1.5628674819825418e+18,2022-08-25 18:20:19+00:00,['1562867481982541825'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 8:",whats worst episode title revived series far round
1.5628671587782697e+18,2022-08-25 18:19:01+00:00,['1562867158778269697'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 7:",whats worst episode title revived series far round
1.5628667407487468e+18,2022-08-25 18:17:22+00:00,['1562866740748746753'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 6:",whats worst episode title revived series far round
1.5628664794604216e+18,2022-08-25 18:16:20+00:00,['1562866479460421633'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 5:",whats worst episode title revived series far round
1.5628662211667722e+18,2022-08-25 18:15:18+00:00,['1562866221166772226'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 4:",whats worst episode title revived series far round
1.5628657874631475e+18,2022-08-25 18:13:35+00:00,['1562865787463147520'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 3:",whats worst episode title revived series far round
1.562865443202732e+18,2022-08-25 18:12:12+00:00,['1562865443202732036'],"What’s the worst #DoctorWho episode title of the revived series so far?
Round 2:",whats worst episode title revived series far round
1.562860572068434e+18,2022-08-25 17:52:51+00:00,['1562860572068433920'],"While we all wait for the #DoctorWho #centenaryspecial to have its name revealed, a quick poll: what’s the worst episode title of the revived series so far?
Round 1:",wait name revealed quick poll whats worst episode title revived series far round
1.5628531649104896e+18,2022-08-25 17:23:25+00:00,['1562853164910489604'],30 minutes into Free Guy. So it’s Deadpool doing an impression of Buddy the Elf in a mashup of Wreck-It Ralph and Jumanji inspired by GTA?,minute free guy deadpool impression buddy elf mashup wreckit ralph jumanji inspired gta
1.5628298688739738e+18,2022-08-25 15:50:51+00:00,['1562829868873973763'],@peoples_pop Fond memories of Bruno Brookes accidentally playing this NIN song uncensored on the Top 40.,fond memory bruno brooke accidentally playing nin song uncensored top
1.5625998585312502e+18,2022-08-25 00:36:52+00:00,['1562599858531250176'],@DidymusBrush Strangely never heard of it!,strangely never heard
1.5625805135078154e+18,2022-08-24 23:20:00+00:00,['1562580513507815427'],@DidymusBrush Still wondering,still wondering
1.5625687302482412e+18,2022-08-24 22:33:11+00:00,['1562568730248241154'],"@CameronYardeJnr Mars, Maltesers, Dairy Milk.",mar maltesers dairy milk
1.562548914787459e+18,2022-08-24 21:14:26+00:00,['1562548914787459072'],@stevenperkins The planet turns out to be Earth,planet turn earth
1.562514043574702e+18,2022-08-24 18:55:52+00:00,['1562514043574702080'],I finished Moon Knight. https://t.co/xMu3hs9Gp4,finished moon knight
1.562510590483972e+18,2022-08-24 18:42:09+00:00,['1562510590483972097'],Three of the hugest songs of the year…and Sparks. All 4 of these would be in my faves of 94. Blur is obviously going to win so I’ll try to help someone get into 2nd place. https://t.co/WPE7JIk3ET,three hugest song yearand spark would faves blur obviously going win ill try help someone get nd place
1.5625056361258926e+18,2022-08-24 18:22:28+00:00,['1562505636125892610'],@peoples_pop Damn now I want to break out a Wildhearts album,damn want break wildhearts album
1.5621021854203576e+18,2022-08-23 15:39:18+00:00,['1562102185420357632'],@peoples_pop Wicked. Wicked. Jungle is massive.,wicked wicked jungle massive
1.562001824969785e+18,2022-08-23 09:00:30+00:00,['1562001824969785344'],"I’m confused. People are saying Rose Ayling Ellis could be the new #DoctorWho companion, but I thought Yasmin Finney was.",im confused people saying rose ayling elli could new companion thought yasmin finney wa
1.5619994688614564e+18,2022-08-23 08:51:08+00:00,['1561999468861456386'],"Britpopple #47

🔉⬛️⬛️🟩⬜️⬜️⬜️

#Britpopple #Heardle @Britpopple

Anyone who got this in one second today is a witch.",britpopple anyone got one second today witch
1.561810173076935e+18,2022-08-22 20:18:56+00:00,['1561810173076934657'],"Monsters Inc
Wall E
Toy Story 
Inside Out https://t.co/NepmB7xnnG",monster inc wall e toy story inside
1.5617793398337782e+18,2022-08-22 18:16:25+00:00,['1561779339833778178'],"Strike have one of the more tolerable Eurodance tunes, Shine is a classic, TTBA is a tune. I’m still voting for NO NO NO NO! https://t.co/nVMIhbgyAl",strike one tolerable eurodance tune shine classic ttba tune im still voting
1.5617667876493394e+18,2022-08-22 17:26:33+00:00,['1561766787649339393'],"@MrKenShabby Memory unlocked. God, TV was obsessed with impressionists in the eighties.",memory unlocked god tv wa obsessed impressionist eighty
1.5616653053693542e+18,2022-08-22 10:43:17+00:00,['1561665305369354240'],Sophie Duker has the only especially funny joke here. https://t.co/NySdl9nJcg,sophie duker ha especially funny joke
1.5616578373229115e+18,2022-08-22 10:13:37+00:00,['1561657837322911745'],"Honestly, all I need from #bbc100 is an updating of this: https://t.co/TXxNBVXn6I",honestly need updating
1.5612884483167396e+18,2022-08-21 09:45:48+00:00,['1561288448316739584'],"#Heardle #178

🔊⬛🟩⬜⬜⬜⬜

Ooh, hadn’t heard this one in ages!",ooh hadnt heard one age
1.5610582796520366e+18,2022-08-20 18:31:11+00:00,['1561058279652036612'],@scribblesscript Matthew Jacobs still wins,matthew jacob still win
1.5610324913303306e+18,2022-08-20 16:48:43+00:00,['1561032491330330626'],Me in 2022. https://t.co/UkbXnZgS41,
1.5608654637179863e+18,2022-08-20 05:45:00+00:00,['1560865463717986306'],"The episode ends with a death I should’ve seen coming but somehow didn’t. And, excitingly, Andorians next week!",episode end death shouldve seen coming somehow didnt excitingly andorians next week
1.5608652508193792e+18,2022-08-20 05:44:09+00:00,['1560865250819379202'],Malcolm and Travis fly a jalopy to the desert then vanish from the plot. Trip and Soval face off against the Vulcans and end up in a space battle. And the King Vulcan bloke is becoming an obvious baddy destined to be overthrown from within.,malcolm travis fly jalopy desert vanish plot trip soval face vulcan end space battle king vulcan bloke becoming obvious baddy destined overthrown within
1.5608646683857715e+18,2022-08-20 05:41:51+00:00,['1560864668385771521'],"Anyway, it’s all going on! Archer and T’Pol debate which Vulcan beliefs are valid (clue: all of them) while a sulky T’Pau tries to dominate. (Is there a reason for bringing this TOS character back?)",anyway going archer tpol debate vulcan belief valid clue sulky tpau try dominate reason bringing tos character back
1.5608641056611697e+18,2022-08-20 05:39:36+00:00,['1560864105661169666'],"#Enterprise 4.8 “Awakening”. Firstly, the Awakening happened 1800 years ago and is glimpsed in Archer’s brainchats with Surak’s katra, so odd title.",awakening firstly awakening happened year ago glimpsed archer brainchats suraks katra odd title
1.5608625238129746e+18,2022-08-20 05:33:19+00:00,['1560862523812974593'],"Britpopple #44

🔊🟩⬜️⬜️⬜️⬜️⬜️

#Britpopple #Heardle @Britpopple

Ok, this one was impressive/scary.",britpopple ok one wa impressivescary
1.560352293316432e+18,2022-08-18 19:45:51+00:00,['1560352293316431873'],@mlmtwelve Claimed! https://t.co/KBeYpfNFJ3,claimed
1.5603498210720197e+18,2022-08-18 19:36:01+00:00,['1560349821072019459'],"Ethan Hawke was such a GenX icon. Explorers, Dead Poets, Alive, Reality Bites. Then those Sunrise movies I still haven’t seen. Then he slipped off my radar. Now I’m watching Moon Knight, he’s in his 50s and morphing into Nick Nolte.",ethan hawke wa genx icon explorer dead poet alive reality bite sunrise movie still havent seen slipped radar im watching moon knight morphing nick nolte
1.5603309329299415e+18,2022-08-18 18:20:58+00:00,['1560330932929941507'],"@peoples_pop Oh, someone said Alex Party. Game over.",oh someone said alex party game
1.5602850903447552e+18,2022-08-18 15:18:48+00:00,['1560285090344755201'],"Wait, Darius used to be married to the monster from Species?!?",wait darius used married monster specie
1.560280963812184e+18,2022-08-18 15:02:25+00:00,['1560280963812184064'],@pipmadeley I’ll just take all of Master Plan please,ill take master plan please
1.5601594323691807e+18,2022-08-18 06:59:29+00:00,['1560159432369180673'],@EscapeTraken I appear to have blocked this person so he must have tweeted something awful at some point. Who is he?,appear blocked person must tweeted something awful point
1.559991422727721e+18,2022-08-17 19:51:53+00:00,['1559991422727720962'],@LRoundels Six Dalek stories?,six dalek story
1.5599286877132595e+18,2022-08-17 15:42:35+00:00,['1559928687713259521'],"Ooooh. Everyone loves this E17 song now but I hated it then. Ditto Kylie. And the Grid is quirky but annoying. So sod it, I’ll vote for Run Away. https://t.co/yyzJTCVpot",ooooh everyone love e song hated ditto kylie grid quirky annoying sod ill vote run away
1.5596358354395177e+18,2022-08-16 20:18:54+00:00,['1559635835439517696'],"#WolfgangPetersen was a terrific and versatile director. Everyone will be celebrating Das Boot, In The Line Of Fire, Air Force One…but let me recommend Shattered, the sort of bonkers high concept Hitchcock pastiche that could only come from the 1990s.",wa terrific versatile director everyone celebrating da boot line fire air force onebut let recommend shattered sort bonkers high concept hitchcock pastiche could come
1.5595989192979415e+18,2022-08-16 17:52:12+00:00,['1559598919297941505'],Looks like Cressida had a happier ending than might have been expected then.,look like cressida happier ending might expected
1.5595880042258637e+18,2022-08-16 17:08:50+00:00,['1559588004225863687'],"An impossible choice. I won’t vote for the wedding super hot today, but Prince’s no 1, the na-na-na song, or the Whigfield banger?
Oh wait, I nominated Saturday Night. I’ll vote for that then! https://t.co/8ENiHME2Lb",impossible choice wont vote wedding super hot today prince nanana song whigfield banger oh wait nominated saturday night ill vote
1.5595872782421606e+18,2022-08-16 17:05:57+00:00,['1559587278242160640'],"#RIPDarius
The very first UK music reality TV star of the 21st century. The true breakout star of “Popstars”, he rode “Pop Idol” to fleeting pop stardom then ended up a musical theatre star. Very sad to see him go two decades after he proved the naysayers wrong.",first uk music reality tv star st century true breakout star popstars rode pop idol fleeting pop stardom ended musical theatre star sad see go two decade proved naysayer wrong
1.5593218431059476e+18,2022-08-15 23:31:12+00:00,['1559321843105947648'],"Wordle 423 5/6

⬜🟨⬜⬜⬜
⬜🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩

Running out of words?",wordle running word
1.5592563968179937e+18,2022-08-15 19:11:09+00:00,['1559256396817993732'],"@TakesBop @Illeanarama Scrolling through these answers trying to think of mine, but I won’t beat this.",scrolling answer trying think mine wont beat
1.5592379175743078e+18,2022-08-15 17:57:43+00:00,['1559237917574307841'],"@peoples_pop Oh but never mind the “credible” entries, I know who to vote for here. I must admit I was a clown to be messing around but that doesn’t mean that you have to leave town.",oh never mind credible entry know vote must admit wa clown messing around doesnt mean leave town
1.5592007627936973e+18,2022-08-15 15:30:05+00:00,['1559200762793697281'],Today I am rewatching the first Hobbit movie. 36 minutes in and we haven’t finished chapter 1 of the book yet.,today rewatching first hobbit movie minute havent finished chapter book yet
1.559191052921086e+18,2022-08-15 14:51:30+00:00,['1559191052921085953'],"I appreciate that there’s lots of love out there for all these bands, but Suede losing would be insane https://t.co/5Qk1VT0gzV",appreciate lot love band suede losing would insane
1.559190695377834e+18,2022-08-15 14:50:04+00:00,['1559190695377833985'],@peoples_pop A strong opening group. Sad to vote against SBH but Cranberries have to get my vote.,strong opening group sad vote sbh cranberry get vote
1.5588821625139364e+18,2022-08-14 18:24:04+00:00,['1558882162513936387'],"@FromtheArchive In order: Edge, Keys, Child, Daleks, Reign, Polo, Aztecs, Sensorites",order edge key child daleks reign polo aztec sensorites
1.5587931217140204e+18,2022-08-14 12:30:15+00:00,['1558793121714020353'],@Tim_Sadleir I don’t remember anything awful,dont remember anything awful
1.558790155997266e+18,2022-08-14 12:18:28+00:00,['1558790155997265920'],Ranking all the animated movies from the past 5 years (that I’ve seen). https://t.co/sQ1vma1pEl,ranking animated movie past year ive seen
1.5587888620209193e+18,2022-08-14 12:13:20+00:00,['1558788862020919296'],"@Tim_Sadleir No, never heard of those. I expect you know Susan Cooper’s books?",never heard expect know susan cooper book
1.5587887319009362e+18,2022-08-14 12:12:49+00:00,['1558788731900936198'],So in the end it was Mr Holland’s Opus? Ok.,end wa mr holland opus ok
1.5586134828026675e+18,2022-08-14 00:36:26+00:00,['1558613482802667520'],"Hmm, it’s channelling Enchanted now. And all those 80s/90s body swap movies.",hmm channelling enchanted body swap movie
1.5586045850775552e+18,2022-08-14 00:01:05+00:00,['1558604585077555201'],"I’m 40 minutes into Soul. It seemed to be a mashup of Here Comes Mr Jordan and A Matter Of Life And Death, but just turned into Oh Heavenly Dog meets Look Who’s Talking Now. This film really doesn’t seem to know what it wants to be.",im minute soul seemed mashup come mr jordan matter life death turned oh heavenly dog meet look talking film really doesnt seem know want
1.5585046397121864e+18,2022-08-13 17:23:56+00:00,['1558504639712186370'],What on Earth is happening? #bees,earth happening
1.5584019051681956e+18,2022-08-13 10:35:42+00:00,['1558401905168195586'],@rudemrlang I don’t need to watch it now. I’m happy that things are as they should be.,dont need watch im happy thing
1.5581655476736e+18,2022-08-12 18:56:30+00:00,['1558165547673600000'],"And that’s #writerstaletweet over - 2.5 years of emails, reread by me over almost 4 years for some reason. When I picked up the book again in December 2018, I had no idea how relevant it would once again become by 2023. Here’s to one of the best #DoctorWho books ever.",thats year email reread almost year reason picked book december idea relevant would become one best book ever
1.5581637391190671e+18,2022-08-12 18:49:19+00:00,['1558163739119067137'],"#writerstaletweet 5/9/09. @benjamin_cook worries that calling vol 2 “The Final Chapter” might be a bit too final. And 13 years later, we’re all hoping that Ben and Russell are already corresponding about series 14!",worry calling vol final chapter might bit final year later hoping ben russell already corresponding series
1.5579241467047936e+18,2022-08-12 02:57:16+00:00,['1557924146704793601'],I love Enchanted but I’m really not sure we need a belated sequel.,love enchanted im really sure need belated sequel
1.5577071480706253e+18,2022-08-11 12:34:59+00:00,['1557707148070625280'],#writerstaletweet 4/4/09. Russell jokes about everyone coming back in 2013 to do The Twelve Doctors.,russell joke everyone coming back twelve doctor
1.5577062879573934e+18,2022-08-11 12:31:34+00:00,['1557706287957393409'],#writerstaletweet 20/3/09. Russell attends his final tone meeting with his OBE and his Face of Boe action figure.,russell attends final tone meeting obe face boe action figure
1.5576980138790625e+18,2022-08-11 11:58:41+00:00,['1557698013879062530'],"Unlike the previous 3-parter, this one feels like it’s earned the To Be Continued. There’s a lot to unpick here.",unlike previous parter one feel like earned continued lot unpick
1.5576978462787748e+18,2022-08-11 11:58:01+00:00,['1557697846278774787'],"Archer and T’Pol are left to search for her mum and a sect of breakaway Vulcans in the space desert. And they keep dropping names that chime with those of us familiar with Trek lore - Mount Seleya, Surak.",archer tpol left search mum sect breakaway vulcan space desert keep dropping name chime u familiar trek lore mount seleya surak
1.557697367364739e+18,2022-08-11 11:56:07+00:00,['1557697367364739073'],"There are two threads, both interesting. Soval begins to become a hero as Trip &amp; co investigate the bombing and the finger points at the most obvious character possible. Meanwhile the Chief Vulcan is General Hague from Babylon 5.",two thread interesting soval begin become hero trip amp co investigate bombing finger point obvious character possible meanwhile chief vulcan general hague babylon
1.5576969587766764e+18,2022-08-11 11:54:30+00:00,['1557696958776676352'],"#Enterprise 4.7 “The Forge”. Vulcans are boring. Deserts are boring. Fortunately, outside of some sequences of Archer and T’Pol crossing the desert, this isn’t. It begins with a terrorist bombing that kills a recurring character abruptly &amp; goes from there.",forge vulcan boring desert boring fortunately outside sequence archer tpol crossing desert isnt begin terrorist bombing kill recurring character abruptly amp go
1.5574151054610924e+18,2022-08-10 17:14:31+00:00,['1557415105461092354'],@HickeyWriter @davidgerard Entirely agree with you.,entirely agree
1.5573439695788278e+18,2022-08-10 12:31:51+00:00,['1557343969578827777'],"My analysis of “Time of the Doctor”:
16 minutes of terrible decisions;
39 minutes of effective Doctor Who with very clever bits;
5 minutes of terrible decisions, writing and acting which many other people like a lot for some reason.",analysis time doctor minute terrible decision minute effective doctor clever bit minute terrible decision writing acting many people like lot reason
1.557066270553641e+18,2022-08-09 18:08:22+00:00,['1557066270553640960'],They’re really asking a lot here. https://t.co/m43cYqDgvW,theyre really asking lot
1.5570155277673472e+18,2022-08-09 14:46:44+00:00,['1557015527767347201'],@_cosmicangst Remake of Happiness Patrol?,remake happiness patrol
